"collectionunitid","analysisunitid","chronology.agemodel","sampleages.age","sampleages.ageolder","sampleages.ageyounger","source","TEMP_chronid"
5828,82485,"bounds",NA,542,277,"inferred","TEMP1069"
5828,82487,"event",NA,3947,987,"inferred","TEMP1070"
5828,82487,"bounds",NA,4587,1212,"inferred","TEMP1069"
5829,82488,"event",NA,1937,672,"inferred","TEMP1072"
5829,82488,"bounds",NA,2542,657,"inferred","TEMP1071"
5829,82492,"event",NA,1177,1022,"inferred","TEMP1072"
5829,82492,"bounds",NA,1347,747,"inferred","TEMP1071"
5829,82493,"event",NA,1177,852,"inferred","TEMP1072"
5829,82493,"bounds",NA,1102,747,"inferred","TEMP1071"
5829,82495,"event",NA,1277,1042,"inferred","TEMP1072"
5829,82495,"bounds",NA,1347,962,"inferred","TEMP1071"
5829,82497,"event",NA,1312,1042,"inferred","TEMP1072"
5829,82497,"bounds",NA,1602,962,"inferred","TEMP1071"
5829,82499,"event",NA,1937,1337,"inferred","TEMP1072"
5829,82499,"bounds",NA,2542,1277,"inferred","TEMP1071"
5829,82500,"event",NA,1937,962,"inferred","TEMP1072"
5829,82500,"bounds",NA,2542,672,"inferred","TEMP1071"
5939,82653,"event",NA,11700,6962,"inferred","TEMP1134"
5939,82653,"bounds",NA,11700,8307,"inferred","TEMP1133"
5939,82654,"event",NA,11700,6962,"inferred","TEMP1134"
5939,82654,"bounds",NA,11700,8307,"inferred","TEMP1133"
5939,82657,"event",NA,1562,1407,"inferred","TEMP1134"
5939,82657,"bounds",NA,3827,-75,"inferred","TEMP1133"
5964,82701,"event",NA,2662,317,"inferred","TEMP1156"
5964,82701,"bounds",NA,3462,62,"inferred","TEMP1155"
5965,82702,"event",NA,877,262,"inferred","TEMP1158"
5965,82702,"bounds",NA,1222,22,"inferred","TEMP1157"
5983,82722,"event",NA,6000,2182,"inferred","TEMP1164"
5983,82722,"bounds",NA,6000,2702,"inferred","TEMP1163"
5984,82723,"event",NA,1072,0,"inferred","TEMP1166"
5984,82723,"bounds",NA,822,0,"inferred","TEMP1165"
5984,82726,"event",NA,6000,1687,"inferred","TEMP1166"
5984,82726,"bounds",NA,6000,2072,"inferred","TEMP1165"
5995,82742,"event",NA,6792,3377,"inferred","TEMP1176"
5995,82742,"bounds",NA,6677,3457,"inferred","TEMP1175"
5995,82744,"event",NA,8732,6927,"inferred","TEMP1176"
5995,82744,"bounds",NA,8522,7047,"inferred","TEMP1175"
5995,82748,"event",NA,14800,12462,"inferred","TEMP1176"
5995,82748,"bounds",NA,14800,12847,"inferred","TEMP1175"
6007,82764,"event",NA,547,0,"inferred","TEMP1196"
6007,82764,"bounds",NA,457,0,"inferred","TEMP1195"
6007,82769,"event",NA,6000,4442,"inferred","TEMP1196"
6007,82769,"bounds",NA,6000,4587,"inferred","TEMP1195"
6010,82779,"event",NA,3072,0,"inferred","TEMP1202"
6010,82779,"bounds",NA,3127,0,"inferred","TEMP1201"
6010,82780,"event",NA,6000,3967,"inferred","TEMP1202"
6010,82780,"bounds",NA,6000,3967,"inferred","TEMP1201"
6010,82782,"event",NA,6000,3967,"inferred","TEMP1202"
6010,82782,"bounds",NA,6000,3967,"inferred","TEMP1201"
6011,82785,"event",NA,6000,1337,"inferred","TEMP1204"
6011,82785,"bounds",NA,6000,1677,"inferred","TEMP1203"
6011,82786,"event",NA,6000,1337,"inferred","TEMP1204"
6011,82786,"bounds",NA,6000,1677,"inferred","TEMP1203"
6017,82809,"event",NA,767,0,"inferred","TEMP1212"
6017,82809,"bounds",NA,687,0,"inferred","TEMP1211"
6017,82810,"event",NA,767,0,"inferred","TEMP1212"
6017,82810,"bounds",NA,687,0,"inferred","TEMP1211"
6018,82812,"event",NA,762,422,"inferred","TEMP1214"
6018,82812,"bounds",NA,742,452,"inferred","TEMP1213"
6018,82813,"event",NA,762,422,"inferred","TEMP1214"
6018,82813,"bounds",NA,742,452,"inferred","TEMP1213"
6020,82819,"event",NA,2497,0,"inferred","TEMP1218"
6020,82819,"bounds",NA,2412,0,"inferred","TEMP1217"
6020,82820,"event",NA,2707,2497,"inferred","TEMP1218"
6020,82820,"bounds",NA,2807,2412,"inferred","TEMP1217"
6020,82821,"event",NA,2497,0,"inferred","TEMP1218"
6020,82821,"bounds",NA,2412,0,"inferred","TEMP1217"
6020,82822,"event",NA,2497,0,"inferred","TEMP1218"
6020,82822,"bounds",NA,2412,0,"inferred","TEMP1217"
6020,82823,"event",NA,2497,0,"inferred","TEMP1218"
6020,82823,"bounds",NA,2412,0,"inferred","TEMP1217"
6021,82827,"event",NA,752,437,"inferred","TEMP1220"
6021,82827,"bounds",NA,817,477,"inferred","TEMP1219"
6021,82829,"event",NA,6000,1472,"inferred","TEMP1220"
6021,82829,"bounds",NA,6000,1262,"inferred","TEMP1219"
6022,82830,"event",NA,6000,1197,"inferred","TEMP1222"
6022,82830,"bounds",NA,6000,1377,"inferred","TEMP1221"
6022,82833,"event",NA,967,0,"inferred","TEMP1222"
6022,82833,"bounds",NA,832,0,"inferred","TEMP1221"
6023,82837,"event",NA,6000,3337,"inferred","TEMP1224"
6023,82837,"bounds",NA,6000,3582,"inferred","TEMP1223"
6034,82852,"event",NA,11700,7637,"inferred","TEMP1228"
6034,82852,"bounds",NA,11700,7657,"inferred","TEMP1227"
6034,82853,"event",NA,5967,0,"inferred","TEMP1228"
6034,82853,"bounds",NA,5892,0,"inferred","TEMP1227"
6034,82855,"event",NA,5967,0,"inferred","TEMP1228"
6034,82855,"bounds",NA,5892,0,"inferred","TEMP1227"
6034,82857,"event",NA,5967,0,"inferred","TEMP1228"
6034,82857,"bounds",NA,5892,0,"inferred","TEMP1227"
6035,82858,"event",NA,562,0,"inferred","TEMP1230"
6035,82858,"bounds",NA,437,0,"inferred","TEMP1229"
6035,82859,"event",NA,6000,877,"inferred","TEMP1230"
6035,82859,"bounds",NA,6000,962,"inferred","TEMP1229"
6035,82860,"event",NA,562,0,"inferred","TEMP1230"
6035,82860,"bounds",NA,437,0,"inferred","TEMP1229"
6035,82863,"event",NA,6000,877,"inferred","TEMP1230"
6035,82863,"bounds",NA,6000,962,"inferred","TEMP1229"
6138,82980,"event",NA,15657,13002,"inferred","TEMP1256"
6138,82980,"bounds",NA,18547,11732,"inferred","TEMP1255"
6149,82998,"event",NA,14707,3597,"inferred","TEMP1264"
6149,82998,"bounds",NA,15827,3262,"inferred","TEMP1263"
6149,82999,"event",NA,3597,1,"inferred","TEMP1264"
6149,82999,"bounds",NA,3262,1,"inferred","TEMP1263"
6149,83000,"event",NA,3597,1,"inferred","TEMP1264"
6149,83000,"bounds",NA,3262,1,"inferred","TEMP1263"
6149,83001,"event",NA,3597,1,"inferred","TEMP1264"
6149,83001,"bounds",NA,3262,1,"inferred","TEMP1263"
6149,83002,"event",NA,3597,1,"inferred","TEMP1264"
6149,83002,"bounds",NA,3262,1,"inferred","TEMP1263"
6149,83003,"event",4132,4687,3597,"inferred","TEMP1264"
6149,83003,"bounds",NA,5072,3262,"inferred","TEMP1263"
6149,83004,"event",4132,4687,3597,"inferred","TEMP1264"
6149,83004,"bounds",NA,5072,3262,"inferred","TEMP1263"
6149,83005,"event",NA,8122,4687,"inferred","TEMP1264"
6149,83005,"bounds",NA,7977,5072,"inferred","TEMP1263"
6149,83006,"event",NA,8122,4687,"inferred","TEMP1264"
6149,83006,"bounds",NA,7977,5072,"inferred","TEMP1263"
6149,83007,"event",NA,8122,4687,"inferred","TEMP1264"
6149,83007,"bounds",NA,7977,5072,"inferred","TEMP1263"
6149,83008,"event",NA,8122,4687,"inferred","TEMP1264"
6149,83008,"bounds",NA,7977,5072,"inferred","TEMP1263"
6149,83009,"event",NA,8122,4687,"inferred","TEMP1264"
6149,83009,"bounds",NA,7977,5072,"inferred","TEMP1263"
6149,83010,"event",NA,8122,4687,"inferred","TEMP1264"
6149,83010,"bounds",NA,7977,5072,"inferred","TEMP1263"
6149,83011,"event",NA,9657,4687,"inferred","TEMP1264"
6149,83011,"bounds",NA,9792,5072,"inferred","TEMP1263"
6149,83012,"event",NA,8122,4687,"inferred","TEMP1264"
6149,83012,"bounds",NA,7977,5072,"inferred","TEMP1263"
6149,83013,"event",NA,8122,4687,"inferred","TEMP1264"
6149,83013,"bounds",NA,7977,5072,"inferred","TEMP1263"
6149,83014,"event",NA,8122,4687,"inferred","TEMP1264"
6149,83014,"bounds",NA,7977,5072,"inferred","TEMP1263"
6149,83015,"event",NA,8122,4687,"inferred","TEMP1264"
6149,83015,"bounds",NA,7977,5072,"inferred","TEMP1263"
6149,83016,"event",NA,8122,4687,"inferred","TEMP1264"
6149,83016,"bounds",NA,7977,5072,"inferred","TEMP1263"
6149,83017,"event",9417,9657,9232,"inferred","TEMP1264"
6149,83017,"bounds",NA,9792,9062,"inferred","TEMP1263"
6149,83018,"event",9417,9657,9232,"inferred","TEMP1264"
6149,83018,"bounds",NA,9792,9062,"inferred","TEMP1263"
6149,83019,"event",9417,9657,9232,"inferred","TEMP1264"
6149,83019,"bounds",NA,9792,9062,"inferred","TEMP1263"
6149,83020,"event",9417,9657,9232,"inferred","TEMP1264"
6149,83020,"bounds",NA,9792,9062,"inferred","TEMP1263"
6149,83021,"event",9417,9657,9232,"inferred","TEMP1264"
6149,83021,"bounds",NA,9792,9062,"inferred","TEMP1263"
6149,83022,"event",9417,9657,9232,"inferred","TEMP1264"
6149,83022,"bounds",NA,9792,9062,"inferred","TEMP1263"
6149,83023,"event",9417,9657,9232,"inferred","TEMP1264"
6149,83023,"bounds",NA,9792,9062,"inferred","TEMP1263"
6149,83024,"event",9417,9657,9232,"inferred","TEMP1264"
6149,83024,"bounds",NA,9792,9062,"inferred","TEMP1263"
6149,83025,"event",9417,9657,9232,"inferred","TEMP1264"
6149,83025,"bounds",NA,9792,9062,"inferred","TEMP1263"
6150,83027,"event",NA,8187,4002,"inferred","TEMP1266"
6150,83027,"bounds",NA,8362,3697,"inferred","TEMP1265"
6150,83028,"event",NA,7902,4537,"inferred","TEMP1266"
6150,83028,"bounds",NA,7727,4942,"inferred","TEMP1265"
6150,83029,"event",NA,7902,4537,"inferred","TEMP1266"
6150,83029,"bounds",NA,7727,4942,"inferred","TEMP1265"
6150,83030,"event",NA,11700,7902,"inferred","TEMP1266"
6150,83030,"bounds",NA,11700,7727,"inferred","TEMP1265"
6150,83031,"event",NA,4002,0,"inferred","TEMP1266"
6150,83031,"bounds",NA,3697,0,"inferred","TEMP1265"
6150,83032,"event",NA,4537,4002,"inferred","TEMP1266"
6150,83032,"bounds",NA,4942,3697,"inferred","TEMP1265"
6150,83033,"event",NA,7902,4537,"inferred","TEMP1266"
6150,83033,"bounds",NA,7727,4942,"inferred","TEMP1265"
6170,83056,"event",NA,11700,8147,"inferred","TEMP1276"
6170,83056,"bounds",NA,11700,8137,"inferred","TEMP1275"
6191,83085,"event",NA,702,1,"inferred","TEMP1286"
6191,83085,"bounds",NA,512,1,"inferred","TEMP1285"
6191,83086,"event",NA,2212,957,"inferred","TEMP1286"
6191,83086,"bounds",NA,2102,1177,"inferred","TEMP1285"
6191,83088,"event",NA,3312,2472,"inferred","TEMP1286"
6191,83088,"bounds",NA,2992,2597,"inferred","TEMP1285"
6191,83089,"event",NA,3312,2472,"inferred","TEMP1286"
6191,83089,"bounds",NA,2992,2597,"inferred","TEMP1285"
6191,83090,"event",NA,3312,2472,"inferred","TEMP1286"
6191,83090,"bounds",NA,2992,2597,"inferred","TEMP1285"
6191,83092,"event",NA,7407,3667,"inferred","TEMP1286"
6191,83092,"bounds",NA,6847,3957,"inferred","TEMP1285"
6191,83093,"event",NA,7407,3667,"inferred","TEMP1286"
6191,83093,"bounds",NA,6847,3957,"inferred","TEMP1285"
6191,83094,"event",NA,7407,3667,"inferred","TEMP1286"
6191,83094,"bounds",NA,6847,3957,"inferred","TEMP1285"
6191,83095,"event",NA,702,1,"inferred","TEMP1286"
6191,83095,"bounds",NA,512,1,"inferred","TEMP1285"
6191,83096,"event",NA,7407,3667,"inferred","TEMP1286"
6191,83096,"bounds",NA,6847,3957,"inferred","TEMP1285"
6191,83097,"event",NA,7407,3667,"inferred","TEMP1286"
6191,83097,"bounds",NA,6847,3957,"inferred","TEMP1285"
6191,83098,"event",NA,7407,3667,"inferred","TEMP1286"
6191,83098,"bounds",NA,6847,3957,"inferred","TEMP1285"
6191,83099,"event",NA,7407,3667,"inferred","TEMP1286"
6191,83099,"bounds",NA,6847,3957,"inferred","TEMP1285"
6191,83100,"event",NA,7407,3667,"inferred","TEMP1286"
6191,83100,"bounds",NA,6847,3957,"inferred","TEMP1285"
6191,83101,"event",NA,702,1,"inferred","TEMP1286"
6191,83101,"bounds",NA,512,1,"inferred","TEMP1285"
6191,83104,"event",NA,702,1,"inferred","TEMP1286"
6191,83104,"bounds",NA,512,1,"inferred","TEMP1285"
6191,83106,"event",NA,2212,957,"inferred","TEMP1286"
6191,83106,"bounds",NA,2102,1177,"inferred","TEMP1285"
6191,83107,"event",NA,2212,957,"inferred","TEMP1286"
6191,83107,"bounds",NA,2102,1177,"inferred","TEMP1285"
6191,83108,"event",NA,2212,957,"inferred","TEMP1286"
6191,83108,"bounds",NA,2102,1177,"inferred","TEMP1285"
6191,83109,"event",NA,2212,957,"inferred","TEMP1286"
6191,83109,"bounds",NA,2102,1177,"inferred","TEMP1285"
6192,83110,"event",NA,347,0,"inferred","TEMP1288"
6192,83110,"bounds",NA,262,0,"inferred","TEMP1287"
6192,83111,"event",NA,347,0,"inferred","TEMP1288"
6192,83111,"bounds",NA,262,0,"inferred","TEMP1287"
6192,83112,"event",NA,347,0,"inferred","TEMP1288"
6192,83112,"bounds",NA,262,0,"inferred","TEMP1287"
6192,83113,"event",NA,347,0,"inferred","TEMP1288"
6192,83113,"bounds",NA,262,0,"inferred","TEMP1287"
6192,83115,"event",NA,347,0,"inferred","TEMP1288"
6192,83115,"bounds",NA,262,0,"inferred","TEMP1287"
6192,83116,"event",NA,1397,502,"inferred","TEMP1288"
6192,83116,"bounds",NA,1242,607,"inferred","TEMP1287"
6192,83117,"event",NA,1607,1397,"inferred","TEMP1288"
6192,83117,"bounds",NA,1762,1242,"inferred","TEMP1287"
6192,83118,"event",NA,2912,1607,"inferred","TEMP1288"
6192,83118,"bounds",NA,2757,1762,"inferred","TEMP1287"
6192,83119,"event",NA,3182,1607,"inferred","TEMP1288"
6192,83119,"bounds",NA,3337,1762,"inferred","TEMP1287"
6192,83121,"event",NA,5642,4487,"inferred","TEMP1288"
6192,83121,"bounds",NA,5047,4562,"inferred","TEMP1287"
6192,83123,"event",NA,347,0,"inferred","TEMP1288"
6192,83123,"bounds",NA,262,0,"inferred","TEMP1287"
6192,83124,"event",NA,11700,6302,"inferred","TEMP1288"
6192,83124,"bounds",NA,11700,6847,"inferred","TEMP1287"
6192,83125,"event",NA,35000,11700,"inferred","TEMP1288"
6192,83125,"bounds",NA,35000,11700,"inferred","TEMP1287"
6192,83126,"event",NA,347,0,"inferred","TEMP1288"
6192,83126,"bounds",NA,262,0,"inferred","TEMP1287"
6192,83127,"event",NA,347,0,"inferred","TEMP1288"
6192,83127,"bounds",NA,262,0,"inferred","TEMP1287"
6192,83128,"event",NA,347,0,"inferred","TEMP1288"
6192,83128,"bounds",NA,262,0,"inferred","TEMP1287"
6192,83129,"event",5972,6302,5642,"inferred","TEMP1288"
6192,83129,"bounds",NA,6847,5047,"inferred","TEMP1287"
6192,83130,"event",NA,11700,6302,"inferred","TEMP1288"
6192,83130,"bounds",NA,11700,6847,"inferred","TEMP1287"
6197,83142,"event",NA,5297,0,"inferred","TEMP1296"
6197,83142,"bounds",NA,5087,0,"inferred","TEMP1295"
6197,83143,"event",NA,5297,0,"inferred","TEMP1296"
6197,83143,"bounds",NA,5087,0,"inferred","TEMP1295"
6197,83144,"event",NA,5297,0,"inferred","TEMP1296"
6197,83144,"bounds",NA,5087,0,"inferred","TEMP1295"
6197,83146,"event",NA,7922,5602,"inferred","TEMP1296"
6197,83146,"bounds",NA,7667,5867,"inferred","TEMP1295"
6198,83149,"event",NA,1307,0,"inferred","TEMP1298"
6198,83149,"bounds",NA,1157,0,"inferred","TEMP1297"
6198,83150,"event",NA,1307,0,"inferred","TEMP1298"
6198,83150,"bounds",NA,1157,0,"inferred","TEMP1297"
6198,83151,"event",NA,1307,0,"inferred","TEMP1298"
6198,83151,"bounds",NA,1157,0,"inferred","TEMP1297"
6198,83152,"event",NA,1307,0,"inferred","TEMP1298"
6198,83152,"bounds",NA,1157,0,"inferred","TEMP1297"
6198,83153,"event",NA,1307,0,"inferred","TEMP1298"
6198,83153,"bounds",NA,1157,0,"inferred","TEMP1297"
6213,83176,"event",NA,747,100,"inferred","TEMP1306"
6213,83176,"bounds",NA,472,100,"inferred","TEMP1305"
6213,83177,"event",NA,747,1,"inferred","TEMP1306"
6213,83177,"bounds",NA,472,1,"inferred","TEMP1305"
6223,83188,"event",NA,697,1,"inferred","TEMP1316"
6223,83188,"bounds",NA,462,1,"inferred","TEMP1315"
6223,83190,"event",NA,1400,927,"inferred","TEMP1316"
6223,83190,"bounds",NA,1400,1167,"inferred","TEMP1315"
6245,83227,"event",NA,3632,1,"inferred","TEMP1324"
6245,83227,"bounds",NA,3067,1,"inferred","TEMP1323"
6289,83282,"event",NA,20000,11492,"inferred","TEMP1338"
6289,83282,"bounds",NA,20000,12147,"inferred","TEMP1337"
6298,83294,"event",NA,20000,10922,"inferred","TEMP1340"
6298,83294,"bounds",NA,20000,11452,"inferred","TEMP1339"
6352,95938,"event",25417,26087,24727,"inferred","TEMP1354"
6352,95938,"bounds",NA,27552,23272,"inferred","TEMP1353"
6357,83353,"event",NA,4512,0,"inferred","TEMP1356"
6357,83353,"bounds",NA,4467,0,"inferred","TEMP1355"
6357,83354,"event",NA,4512,0,"inferred","TEMP1356"
6357,83354,"bounds",NA,4467,0,"inferred","TEMP1355"
6357,83356,"event",NA,5582,4692,"inferred","TEMP1356"
6357,83356,"bounds",NA,4982,4757,"inferred","TEMP1355"
6357,83357,"event",NA,5582,4692,"inferred","TEMP1356"
6357,83357,"bounds",NA,4982,4757,"inferred","TEMP1355"
6397,83409,"event",NA,4937,1017,"inferred","TEMP1384"
6397,83409,"bounds",NA,4547,1427,"inferred","TEMP1383"
6397,83410,"event",NA,4937,1017,"inferred","TEMP1384"
6397,83410,"bounds",NA,4547,1427,"inferred","TEMP1383"
6397,83411,"event",NA,4937,1017,"inferred","TEMP1384"
6397,83411,"bounds",NA,4547,1427,"inferred","TEMP1383"
6397,83412,"event",NA,4937,1017,"inferred","TEMP1384"
6397,83412,"bounds",NA,4547,1427,"inferred","TEMP1383"
6397,83413,"event",NA,4937,1017,"inferred","TEMP1384"
6397,83413,"bounds",NA,4547,1427,"inferred","TEMP1383"
6397,83414,"event",NA,4937,1017,"inferred","TEMP1384"
6397,83414,"bounds",NA,4547,1427,"inferred","TEMP1383"
6397,83415,"event",NA,4937,1017,"inferred","TEMP1384"
6397,83415,"bounds",NA,4547,1427,"inferred","TEMP1383"
6397,83416,"event",NA,4937,1017,"inferred","TEMP1384"
6397,83416,"bounds",NA,4547,1427,"inferred","TEMP1383"
6426,83459,"event",NA,7607,927,"inferred","TEMP1402"
6426,83459,"bounds",NA,8942,702,"inferred","TEMP1401"
6426,83460,"event",NA,7607,927,"inferred","TEMP1402"
6426,83460,"bounds",NA,8942,702,"inferred","TEMP1401"
6679,83731,"event",NA,11700,3392,"inferred","TEMP1474"
6679,83731,"bounds",NA,11700,3447,"inferred","TEMP1473"
6679,83734,"event",NA,877,632,"inferred","TEMP1474"
6679,83734,"bounds",NA,2382,502,"inferred","TEMP1473"
6816,83884,"event",NA,8387,1250,"inferred","TEMP1514"
6816,83884,"bounds",NA,8342,1250,"inferred","TEMP1513"
6880,83955,"bounds",NA,500,0,"inferred","TEMP1549"
6880,83955,"bounds",NA,150,0,"inferred","TEMP1549"
6880,526943,"event",NA,1450,950,"inferred","TEMP1550"
6880,526943,"bounds",NA,1450,950,"inferred","TEMP1549"
6880,526944,"event",NA,1450,950,"inferred","TEMP1550"
6880,526944,"bounds",NA,1450,950,"inferred","TEMP1549"
6889,83965,"event",NA,16167,10572,"inferred","TEMP1556"
6889,83965,"bounds",NA,14607,10077,"inferred","TEMP1555"
6889,83966,"event",NA,10572,10000,"inferred","TEMP1556"
6889,83966,"bounds",NA,10077,10000,"inferred","TEMP1555"
6917,84001,"event",NA,14947,1,"inferred","TEMP1570"
6917,84001,"bounds",NA,13517,1,"inferred","TEMP1569"
6918,355680,"event",15672,16862,14542,"inferred","TEMP1572"
6918,355680,"bounds",NA,19217,12242,"inferred","TEMP1571"
6943,84028,"event",2402,3312,1497,"inferred","TEMP1606"
6943,84028,"bounds",NA,4782,62,"inferred","TEMP1605"
6943,84029,"event",2402,3312,1497,"inferred","TEMP1606"
6943,84029,"bounds",NA,4782,62,"inferred","TEMP1605"
6943,84030,"event",2402,3312,1497,"inferred","TEMP1606"
6943,84030,"bounds",NA,4782,62,"inferred","TEMP1605"
6965,84137,"event",NA,80000,40622,"inferred","TEMP1622"
6965,84137,"bounds",NA,80000,51322,"inferred","TEMP1621"
6965,84138,"event",NA,80000,40622,"inferred","TEMP1622"
6965,84138,"bounds",NA,80000,51322,"inferred","TEMP1621"
6965,84139,"event",NA,80000,40622,"inferred","TEMP1622"
6965,84139,"bounds",NA,80000,51322,"inferred","TEMP1621"
6965,84141,"event",NA,80000,40622,"inferred","TEMP1622"
6965,84141,"bounds",NA,80000,51322,"inferred","TEMP1621"
6965,84142,"event",NA,80000,40622,"inferred","TEMP1622"
6965,84142,"bounds",NA,80000,51322,"inferred","TEMP1621"
7024,84213,"event",NA,7567,2692,"inferred","TEMP1650"
7024,84213,"bounds",NA,8072,1147,"inferred","TEMP1649"
7024,84215,"event",NA,2692,1,"inferred","TEMP1650"
7024,84215,"bounds",NA,1147,1,"inferred","TEMP1649"
7097,84300,"event",NA,9217,2372,"inferred","TEMP1674"
7097,84300,"bounds",NA,6692,3122,"inferred","TEMP1673"
7238,84447,"event",NA,35952,25432,"inferred","TEMP1694"
7238,84447,"bounds",NA,44737,16632,"inferred","TEMP1693"
7282,84505,"event",NA,3000,892,"inferred","TEMP1700"
7282,84505,"bounds",NA,3000,1142,"inferred","TEMP1699"
7282,84506,"event",NA,10000,3000,"inferred","TEMP1700"
7282,84506,"bounds",NA,10000,3000,"inferred","TEMP1699"
7285,84510,"event",NA,6000,3207,"inferred","TEMP1702"
7285,84510,"bounds",NA,6000,3992,"inferred","TEMP1701"
7290,84516,"event",NA,7217,197,"inferred","TEMP1704"
7290,84516,"bounds",NA,9122,-13,"inferred","TEMP1703"
7291,84521,"event",NA,1167,0,"inferred","TEMP1706"
7291,84521,"bounds",NA,987,0,"inferred","TEMP1705"
7291,84522,"event",NA,6227,4792,"inferred","TEMP1706"
7291,84522,"bounds",NA,6197,5112,"inferred","TEMP1705"
7291,84523,"event",NA,6227,4792,"inferred","TEMP1706"
7291,84523,"bounds",NA,6197,5112,"inferred","TEMP1705"
7291,84524,"event",NA,6227,4792,"inferred","TEMP1706"
7291,84524,"bounds",NA,6197,5112,"inferred","TEMP1705"
7291,84525,"event",NA,6227,4792,"inferred","TEMP1706"
7291,84525,"bounds",NA,6197,5112,"inferred","TEMP1705"
7291,84526,"event",NA,6227,4792,"inferred","TEMP1706"
7291,84526,"bounds",NA,6197,5112,"inferred","TEMP1705"
7291,84527,"event",NA,6227,4792,"inferred","TEMP1706"
7291,84527,"bounds",NA,6197,5112,"inferred","TEMP1705"
7291,84528,"event",NA,6227,4792,"inferred","TEMP1706"
7291,84528,"bounds",NA,6197,5112,"inferred","TEMP1705"
7291,84529,"event",NA,6227,4792,"inferred","TEMP1706"
7291,84529,"bounds",NA,6197,5112,"inferred","TEMP1705"
7291,84530,"event",NA,6227,4792,"inferred","TEMP1706"
7291,84530,"bounds",NA,6197,5112,"inferred","TEMP1705"
7291,84531,"event",NA,6227,4792,"inferred","TEMP1706"
7291,84531,"bounds",NA,6197,5112,"inferred","TEMP1705"
7291,84532,"event",NA,1167,0,"inferred","TEMP1706"
7291,84532,"bounds",NA,987,0,"inferred","TEMP1705"
7291,84533,"event",NA,6227,4792,"inferred","TEMP1706"
7291,84533,"bounds",NA,6197,5112,"inferred","TEMP1705"
7291,84534,"event",NA,6227,4792,"inferred","TEMP1706"
