"collectionunitid","geochronid","geochronology.labnumber","chroncontrols.age","chroncontrols.agelimitolder","chroncontrols.agelimityounger","chroncontroltypeid","analysisunitid","TEMP_chronid"
15332,18836,"A-3113",2444,2694,2184,112,149290,"TEMP1977"
15333,18837,"A-3114",534,624,494,112,149291,"TEMP1979"
15334,18838,"A-2111",1834,2024,1644,112,149292,"TEMP1981"
15335,18839,"A-2112",3504,3694,3344,112,149293,"TEMP1983"
15336,18840,"A-2113",1154,1274,1014,112,149294,"TEMP1985"
15337,18841,"A-2114",1784,2044,1554,112,149295,"TEMP1987"
15338,18842,"A-3206",1874,1994,1754,112,149296,"TEMP1989"
15339,18843,"A-3112",2614,2754,2424,112,149297,"TEMP1991"
15342,18847,"A-2036",404,514,164,112,149462,"TEMP1993"
15343,18848,"A-2620",9894,10304,9544,112,149463,"TEMP1995"
15344,18849,"A-2705",10374,11744,9354,112,149464,"TEMP1997"
15346,18850,"A-2636",8694,9134,8364,112,149465,"TEMP1999"
15347,18851,"A-2637",10484,11004,10154,112,149466,"TEMP2001"
15348,18852,"A-4089",174,394,14,112,149467,"TEMP2003"
15354,18920,"A-2142",15874,17014,14574,112,149703,"TEMP2005"
15356,18944,"A-2013",1214,1334,1034,112,149706,"TEMP2007"
15357,18945,"A-2014",1574,1874,1344,112,149707,"TEMP2009"
15358,18946,"A-3469",10114,10884,9564,112,149708,"TEMP2011"
15359,18947,"A-2016",29600,31400,28000,112,149709,"TEMP2013"
15360,18948,"A-2017",7334,7644,6934,112,149710,"TEMP2015"
15361,18949,"A-2018",9824,10554,9124,112,149711,"TEMP2017"
15362,18952,"BETA-154500",374,494,324,112,149712,"TEMP2019"
15362,18950,"BETA-154499",194,284,24,112,149712,"TEMP2019"
15362,18951,"BETA-170899",134,264,-16,112,149712,"TEMP2019"
15364,18953,"A-1624",16254,16904,15654,112,149714,"TEMP2021"
15364,53709,"Beta-105882",11614,11844,11354,112,149714,"TEMP2021"
15365,18954,"A-1647",10584,11204,9914,112,149715,"TEMP2023"
15365,53710,"Beta-105883",7964,8124,7844,112,149715,"TEMP2023"
15369,18996,"A-1613",10614,11054,10304,112,149809,"TEMP2025"
15370,18997,"A-1614",9094,9434,8664,112,149810,"TEMP2027"
15374,19020,"Oatman1",1674,1844,1544,112,150374,"TEMP2029"
15378,19021,"B101551",604,654,554,112,150424,"TEMP2031"
15378,19022,"B118300",604,654,534,112,150424,"TEMP2031"
15378,19024,"B101912",484,534,344,112,150425,"TEMP2031"
15378,19023,"B114098",424,504,324,112,150425,"TEMP2031"
15380,19029,"Beta-49163",9424,9534,9174,112,150430,"TEMP2033"
15380,19030,"Beta-134386",9094,9254,9024,112,150430,"TEMP2033"
15380,19031,"Beta-66337",8894,9074,8704,112,150430,"TEMP2033"
15380,19032,"Beta-66336",8854,8994,8664,112,150430,"TEMP2033"
15380,19034,"Beta-66338",8814,9054,8574,112,150430,"TEMP2033"
15380,19033,"Beta-134389",8474,8644,8324,112,150430,"TEMP2033"
15380,19035,"Beta-134387",7984,8034,7934,112,150430,"TEMP2033"
15380,19036,"Beta-49166",7884,7994,7754,112,150430,"TEMP2033"
15380,19037,"Beta-49164",3674,3824,3534,112,150430,"TEMP2033"
15380,19038,"Beta-49165",3614,3794,3494,112,150430,"TEMP2033"
15380,19039,"Beta-134388",2634,2734,2504,112,150430,"TEMP2033"
15381,19040,"Beta-206697",274,434,14,112,150434,"TEMP2035"
15381,19041,"Beta-222485",124,264,24,112,150431,"TEMP2035"
15381,19042,"Beta-222486",124,264,24,112,150431,"TEMP2035"
15381,19043,"Beta-222487",294,434,14,112,150432,"TEMP2035"
15390,19321,"K-980",10194,10524,9754,112,150705,"TEMP2037"
15390,19319,"K-979",2944,3204,2774,112,150705,"TEMP2037"
15390,19320,"K-983",2834,3064,2544,112,150705,"TEMP2037"
15390,19322,"K-1289",2154,2344,1914,112,150705,"TEMP2037"
15390,19318,"K-982",1034,1244,824,112,150705,"TEMP2037"
15390,19327,"K-1210",19034,19764,18374,112,150706,"TEMP2037"
15390,19326,"K-1327",15674,16394,14934,112,150706,"TEMP2037"
15390,19325,"C-560",6854,7374,6354,112,150706,"TEMP2037"
15390,19323,"K-1290",2904,3154,2744,112,150706,"TEMP2037"
15390,19324,"K-1291",534,654,344,112,150706,"TEMP2037"
15390,19328,"B-35848",144,284,14,112,150698,"TEMP2037"
15390,19329,"B-35839",19704,20014,19404,112,150696,"TEMP2037"
15390,19330,"B-35840",9514,9674,9354,112,150701,"TEMP2037"
15390,19331,"B-20027",16644,18694,14864,112,150699,"TEMP2037"
15390,19333,"B-35841",16374,16734,16064,112,150699,"TEMP2037"
15390,19332,"B-13811",13254,13434,13124,112,150699,"TEMP2037"
15433,19690,"Beta-128214",1100,1200,1000,112,151823,"TEMP2039"
15433,19691,"UCIAMS-53285",1300,1300,1200,112,151833,"TEMP2039"
15433,19725,"UCIAMS-139604",48100,54000,44500,112,151837,"TEMP2039"
15433,19694,"UCIAMS-126399",3100,3200,3000,112,151837,"TEMP2039"
15433,19692,"UCIAMS-137893",1300,1400,1200,112,151837,"TEMP2039"
15433,19714,"UCIAMS-139603",42600,44500,41400,112,151835,"TEMP2039"
15433,19693,"UCIAMS 137891",2000,2000,1900,112,151835,"TEMP2039"
15433,19695,"UCIAMS-53287",3400,3500,3300,112,151851,"TEMP2039"
15433,19696,"UCIAMS-53286",4700,4800,4600,112,151850,"TEMP2039"
15433,19733,"UCIAMS-126398",49900,54400,46100,112,151836,"TEMP2039"
15433,19708,"UCIAMS-137892",38800,40200,37400,112,151836,"TEMP2039"
15433,19697,"UCIAMS-56844",5600,5600,5400,112,151836,"TEMP2039"
15433,19735,"UCIAMS-87756",5400,5500,5400,112,151836,"TEMP2039"
15433,19726,"UCIAMS-139605",48200,54000,44600,112,151838,"TEMP2039"
15433,19717,"UCIAMS-126400",45100,48600,43200,112,151838,"TEMP2039"
15433,19698,"UCIAMS-56845",7400,7500,7300,112,151838,"TEMP2039"
15433,19699,"Beta-125777",9000,9200,8800,112,151824,"TEMP2039"
15433,19700,"UCIAMS-137890",17300,17500,17200,112,151834,"TEMP2039"
15433,19713,"UCIAMS-137894",42000,43000,41000,112,151840,"TEMP2039"
15433,19701,"UCIAMS-53288",22000,22200,21900,112,151840,"TEMP2039"
15433,19702,"UGAMS-10621",26400,26500,26200,112,151854,"TEMP2039"
15433,19736,"UCIAMS-87758",7900,8000,7800,112,151854,"TEMP2039"
15433,19709,"UCIAMS-139606",39600,41100,37700,112,151841,"TEMP2039"
15433,19703,"UCIAMS-85361",27600,27700,27400,112,151841,"TEMP2039"
15433,19704,"Beta-129369",33300,33800,32500,112,151829,"TEMP2039"
15433,19715,"UCIAMS-137898",44100,46800,42700,112,151844,"TEMP2039"
15433,19705,"UCIAMS-53291",37000,38500,36300,112,151844,"TEMP2039"
15433,19723,"UCIAMS-53294",46300,51100,44000,112,151860,"TEMP2039"
15433,19706,"UCIAMS-85362",37900,39100,36900,112,151860,"TEMP2039"
15433,19734,"UCIAMS-126397",50500,54500,46400,112,151842,"TEMP2039"
15433,19707,"UCIAMS-53290",38900,40000,37600,112,151842,"TEMP2039"
15433,19720,"Beta-135140",45800,47200,44800,112,151832,"TEMP2039"
15433,19710,"Beta-120098",40300,41200,39400,112,151832,"TEMP2039"
15433,19711,"UCIAMS-53293",40300,41200,39400,112,151864,"TEMP2039"
15433,19712,"UCIAMS-53292",41500,42200,40600,112,151862,"TEMP2039"
15433,19716,"UCIAMS-137900",44700,48300,43000,112,151846,"TEMP2039"
15433,19737,"UCIAMS-87757",12000,12000,11900,112,151839,"TEMP2039"
15433,19738,"Beta-135139",5200,5400,5000,112,151825,"TEMP2039"
15433,19739,"Beta-128215",13800,14000,13600,112,151826,"TEMP2039"
15433,19740,"Beta-125780",13900,14000,13800,112,151827,"TEMP2039"
15433,19741,"Beta-125781",14700,15000,14400,112,151828,"TEMP2039"
15433,19742,"Beta-125783",32500,33100,32000,112,151830,"TEMP2039"
15433,19743,"Beta-125784",43200,44200,42600,112,151831,"TEMP2039"
15465,19753,"Beta-98070",2084,2274,2004,112,151931,"TEMP2041"
15465,19750,"Beta-98065",1864,2044,1714,112,151931,"TEMP2041"
15465,19754,"Beta-98067",1814,1914,1734,112,151931,"TEMP2041"
15465,19751,"WG2580 (AA31984)",1764,1864,1644,112,151931,"TEMP2041"
15465,19755,"Beta-98066",1734,1894,1574,112,151931,"TEMP2041"
15465,19760,"WG2582 (AA31986)",1414,1504,1364,112,151930,"TEMP2041"
15465,19761,"WG2581 (AA31985)",1394,1494,1344,112,151930,"TEMP2041"
15465,19762,"WG2583 (AA31987)",1394,1494,1334,112,151930,"TEMP2041"
15465,19756,"Beta-98057",1384,1494,1314,112,151930,"TEMP2041"
15465,19752,"Beta-98061",1354,1444,1284,112,151930,"TEMP2041"
15465,19757,"Beta-98060",1334,1374,1294,112,151930,"TEMP2041"
15465,19759,"Beta-98048",494,524,354,112,151929,"TEMP2041"
15465,19758,"Beta-98051",474,524,334,112,151929,"TEMP2041"
15505,19769,"BETA 23770",1194,1294,1074,112,152090,"TEMP2043"
15505,19768,"BETA 23771",1184,1294,1024,112,152090,"TEMP2043"
15505,19767,"BETA 23766",904,1124,734,112,152090,"TEMP2043"
15505,19766,"BETA 23765",874,1004,784,112,152090,"TEMP2043"
15505,19765,"BETA 23768",784,914,694,112,152090,"TEMP2043"
15505,19764,"BETA 23769",604,664,554,112,152090,"TEMP2043"
15505,19763,"BETA 23767",514,624,374,112,152090,"TEMP2043"
15539,19777,"Beta-180624",274,434,14,112,152308,"TEMP2045"
15598,19890,"Beta 130828",394,484,324,112,153245,"TEMP2047"
15598,19891,"Beta 130827",394,484,324,112,153245,"TEMP2047"
15598,19885,"Beta 130829",394,474,314,112,153245,"TEMP2047"
15598,19888,"Beta 130826",394,464,304,112,153245,"TEMP2047"
15598,19889,"Beta 127833",594,654,534,112,153244,"TEMP2047"
15598,19896,"Beta127834",374,474,164,112,153244,"TEMP2047"
15598,19886,"Beta 130824",194,294,24,112,153244,"TEMP2047"
15598,19887,"Beta 127832",194,294,24,112,153244,"TEMP2047"
15598,19892,"Beta 130822",314,434,164,112,153243,"TEMP2047"
15598,19897,"Beta 127837",304,424,154,112,153243,"TEMP2047"
15598,19893,"Beta 130823",274,394,44,112,153243,"TEMP2047"
15598,19895,"Beta 127836",224,314,34,112,153243,"TEMP2047"
15598,19894,"Beta 127835",224,284,44,112,153243,"TEMP2047"
15604,19898,"WSU-2725",744,894,684,112,153330,"TEMP2049"
15605,19899,"WSU-3584",1044,1254,834,112,153331,"TEMP2051"
15605,19900,"WSU-3479",1004,1224,784,112,153331,"TEMP2051"
15606,19901,"WSU-3484",1444,1684,1264,112,153332,"TEMP2053"
15607,19902,"WSU-3478",1454,1544,1354,112,153333,"TEMP2055"
15608,19903,"WSU-2727",1524,1814,1314,112,153334,"TEMP2057"
15609,19904,"WSU-3480",1594,1774,1424,112,153335,"TEMP2059"
15610,19905,"WSU-3476",1894,2154,1664,112,153336,"TEMP2061"
15611,19906,"WSU-3485",2204,2464,1974,112,153337,"TEMP2063"
15612,19907,"WSU-3481",2244,2454,2084,112,153338,"TEMP2065"
15613,19908,"WSU-3477",2424,2684,2194,112,153339,"TEMP2067"
15614,19909,"WSU-2726",2444,2994,1904,112,153340,"TEMP2069"
15615,19910,"WSU-3482",3504,3724,3304,112,153341,"TEMP2071"
15616,19911,"WSU-3483",3624,3824,3474,112,153342,"TEMP2073"
15618,19912,"WSU-3475",4594,4814,4384,112,153344,"TEMP2075"
15623,19921,"WSU-3501",814,924,694,112,153435,"TEMP2077"
15624,19922,"WSU-3500",6974,7344,6574,112,153436,"TEMP2079"
15683,19949,"A-1831",22054,22824,21184,112,154077,"TEMP2081"
15684,19950,"A-1801",12944,13454,12204,112,154078,"TEMP2083"
15685,19951,"A-1826",14094,14794,13714,112,154079,"TEMP2085"
15686,19952,"A-1836",14934,16284,13804,112,154080,"TEMP2087"
15710,20067,"A-2599",7554,7874,7244,112,154852,"TEMP2089"
15711,20068,"A-2940",3214,3454,2924,112,154853,"TEMP2091"
15712,20069,"A-2939",2984,3284,2774,112,154854,"TEMP2093"
15713,20070,"A-2027",454,614,304,112,154855,"TEMP2095"
15714,20071,"A-2028",12364,13144,11404,112,154856,"TEMP2097"
15715,20072,"A-2029",11034,12044,10314,112,154857,"TEMP2099"
15721,20097,"A-3109",274,434,14,112,155038,"TEMP2101"
15722,20098,"A-1612",12884,13114,12654,112,155039,"TEMP2103"
15723,20099,"A-1843",14134,15404,13244,112,155040,"TEMP2105"
15727,20130,"A-3200",2224,2334,2084,112,155305,"TEMP2107"
15728,20131,"A-2959",5524,5864,5124,112,155306,"TEMP2109"
15729,20132,"A-2030",2904,3134,2764,112,155307,"TEMP2111"
15730,20133,"A-2064",22194,22974,21244,112,155308,"TEMP2113"
15731,20134,"A-2065",19674,20404,19014,112,155309,"TEMP2115"
15732,20135,"A-3986",17194,17864,16544,112,155310,"TEMP2117"
15733,20136,"A-3973",2384,2674,2184,112,155311,"TEMP2119"
15734,20137,"A-3982",2154,2304,2014,112,155312,"TEMP2121"
15735,20138,"A-3998",1824,1934,1734,112,155313,"TEMP2123"
15736,20139,"AA-625",11214,12464,10194,112,155314,"TEMP2125"
15737,20140,"A-3980",8384,8544,8204,112,155315,"TEMP2127"
15738,20141,"A-4212",11354,11874,10824,112,155316,"TEMP2129"
15744,20152,"SMU-449",234,444,14,112,155521,"TEMP2131"
15745,20153,"A-1657",3114,3484,2774,112,155522,"TEMP2133"
15746,20154,"A-1648",12494,12724,12014,112,155523,"TEMP2135"
15754,20175,"A-1195",14674,15744,13754,112,155665,"TEMP2137"
15755,20176,"AA-5359",10314,10484,10204,112,155666,"TEMP2139"
15756,20177,"A-5784",3844,4064,3634,112,155667,"TEMP2141"
15757,20178,"AA-5567",8844,9004,8654,112,155668,"TEMP2143"
15758,20179,"AA-5568",4384,4514,4244,112,155669,"TEMP2145"
15759,20180,"A-994",25254,26704,23984,112,155670,"TEMP2147"
15760,20181,"A-5891",4124,4244,4004,112,155671,"TEMP2149"
15845,20437,"SMU-418",124,264,4,112,166228,"TEMP2151"
15846,20438,"A-2610",584,654,494,112,166229,"TEMP2153"
15847,20439,"SMU-437",774,914,674,112,166230,"TEMP2155"
15848,20440,"SMU-406",1444,1534,1344,112,166231,"TEMP2157"
15849,20441,"A-2609",2154,2334,1934,112,166232,"TEMP2159"
15850,20442,"A-2619",2484,2704,2214,112,166233,"TEMP2161"
15851,20443,"A-2606",3424,3604,3234,112,166234,"TEMP2163"
15852,20444,"SMU-458",4254,4424,4034,112,166235,"TEMP2165"
15853,20445,"SMU-425",4384,4694,4144,112,166236,"TEMP2167"
15854,20446,"A-2608",7644,8144,7164,112,166237,"TEMP2169"
15855,20447,"A-2607",8344,8794,8024,112,166238,"TEMP2171"
15856,20448,"SMU-409",11564,12124,11234,112,166239,"TEMP2173"
16114,20784,"A-3157",2484,2714,2204,112,170588,"TEMP2175"
16115,20785,"A-3210",12874,13094,12664,112,170589,"TEMP2177"
16116,20786,"A-3158",12944,13494,12164,112,170590,"TEMP2179"
16117,20787,"A-3179",2254,2424,2124,112,170591,"TEMP2181"
16255,21053,"Beta-7839",4464,4824,4054,112,173128,"TEMP2183"
16264,21062,"TEMP3",10764,11154,10364,112,173142,"TEMP2185"
16264,21063,"TEMP4",6354,6614,6064,112,173143,"TEMP2185"
16264,21064,"TEMP5",11654,12234,11294,112,173144,"TEMP2185"
16264,21065,"TEMP6",2924,3194,2734,112,173145,"TEMP2185"
16264,21066,"TEMP7",1904,2204,1654,112,173146,"TEMP2185"
16266,21067,"S-1371",8544,8894,8404,112,173148,"TEMP2187"
16267,21068,"TEMP8",11664,12554,10804,112,173149,"TEMP2189"
16267,21069,"TEMP9",13214,13534,12874,112,173150,"TEMP2189"
16270,21074,"TEMP11",15244,15604,14694,112,173154,"TEMP2191"
16270,21075,"TEMP12",6974,7204,6764,112,173155,"TEMP2191"
16270,21076,"TEMP13",11054,11274,10764,112,173156,"TEMP2191"
16270,21077,"TEMP14",3844,3984,3704,112,173157,"TEMP2191"
16270,21078,"TEMP15",16724,17554,15964,112,173158,"TEMP2191"
16271,21079,"TEMP16",3314,3434,3194,112,173159,"TEMP2193"
16271,21080,"TEMP17",1584,1694,1454,112,173160,"TEMP2193"
16271,21081,"TEMP18",19864,20124,19614,112,173161,"TEMP2193"
16271,21082,"TEMP19",7224,7404,7034,112,173162,"TEMP2193"
16271,21083,"TEMP20",8334,8404,8204,112,173163,"TEMP2193"
16271,21084,"TEMP21",8724,8964,8594,112,173164,"TEMP2193"
16271,21085,"TEMP22",18844,19204,18384,112,173165,"TEMP2193"
16271,21086,"TEMP23",19894,20134,19634,112,173166,"TEMP2193"
16271,21087,"TEMP24",11534,11774,11304,112,173167,"TEMP2193"
16271,21088,"TEMP25",13964,14234,13804,112,173168,"TEMP2193"
16272,21094,"S-1210",4654,4964,4404,112,173169,"TEMP2195"
16272,21092,"S-820",4304,4704,3944,112,173169,"TEMP2195"
16272,21093,"S-1209",4114,4374,3884,112,173169,"TEMP2195"
16272,21096,"S-821",4084,4354,3874,112,173169,"TEMP2195"
16272,21091,"S-784",3944,4144,3744,112,173169,"TEMP2195"
16272,21090,"S-1012",3754,3904,3594,112,173169,"TEMP2195"
16272,21089,"S-1011",2894,3124,2764,112,173169,"TEMP2195"
16272,21095,"S-783",2224,2644,1914,112,173169,"TEMP2195"
16276,21105,"RL-797",2504,2724,2224,112,173189,"TEMP2197"
16276,53712,"RL-798",584,674,434,112,173189,"TEMP2197"
16279,21108,"TO-1142",38434,39284,37514,112,173192,"TEMP2199"
16279,21107,"TO-1304",34174,34464,33754,112,173192,"TEMP2199"
16279,21106,"RIDDL-681",26574,27134,26004,112,173192,"TEMP2199"
16281,21109,"RIDDL-681",26304,26984,25864,112,173194,"TEMP2201"
16287,21126,"TO-1143",20614,20934,20244,112,173200,"TEMP2203"
16287,21127,"TEMP26",10314,10644,9914,112,173200,"TEMP2203"
16289,21139,"AECV-632C",26864,27664,26084,112,173202,"TEMP2205"
16289,21140,"AECV-654C",23834,24734,23134,112,173202,"TEMP2205"
16291,21145,"AECV-631C",14824,15274,14274,112,173204,"TEMP2207"
16293,21147,"RL-399",6134,6424,5814,112,173206,"TEMP2209"
16293,21148,"RL-367",4234,4584,3914,112,173207,"TEMP2209"
16293,21149,"RL-400",3264,3444,3024,112,173208,"TEMP2209"
16293,21150,"RL-401",2534,2724,2344,112,173209,"TEMP2209"
16293,21151,"RL-360",274,484,14,112,173210,"TEMP2209"
16297,21156,"Beta-97670",5144,5294,4944,112,173222,"TEMP2211"
16297,21159,"S-2537",704,954,554,112,173215,"TEMP2211"
16297,21158,"S-2770",604,684,534,112,173215,"TEMP2211"
16297,21157,"S-2531",534,634,454,112,173215,"TEMP2211"
16297,21160,"S-2769",3254,3384,3084,112,173216,"TEMP2211"
16297,21161,"S-2767",3814,4084,3584,112,173217,"TEMP2211"
16297,21162,"S-2536",4504,4944,4034,112,173218,"TEMP2211"
16297,21163,"S-2535",4634,5154,4184,112,173219,"TEMP2211"
16297,21164,"S-2534",4334,4794,3884,112,173220,"TEMP2211"
16297,21165,"S-2768",6124,6314,5924,112,173221,"TEMP2211"
16305,21179,"S-2623",1444,1744,1204,112,173232,"TEMP2213"
16305,21178,"S-45",1404,1564,1294,112,173232,"TEMP2213"
16316,21192,"GCC-2034",31534,32954,30624,112,173243,"TEMP2215"
16316,21191,"GSC-2865",11374,11764,11004,112,173243,"TEMP2215"
16317,21193,"BGS-1011",664,834,554,112,173244,"TEMP2217"
16317,21195,"BGS-1013",1404,1574,1294,112,173245,"TEMP2217"
16317,21194,"BGS-1012",1284,1484,1064,112,173245,"TEMP2217"
16323,53721,"S-1798",8900,11500,7100,112,173263,"TEMP2219"
16323,21217,"S-1795",3500,3700,3300,112,173263,"TEMP2219"
16323,21218,"S-1794",3500,3700,3300,112,173263,"TEMP2219"
16323,53723,"S-2389",3400,3700,3200,112,513798,"TEMP2219"
16323,53713,"S-1796",3400,3600,3200,112,513798,"TEMP2219"
16323,53717,"S-2388",3100,3400,2900,112,513798,"TEMP2219"
16323,53719,"S-2390",2200,2700,1700,112,513798,"TEMP2219"
16323,53715,"S-1793",1200,1300,1000,112,513797,"TEMP2219"
16323,53716,"S-1790",800,900,700,112,513797,"TEMP2219"
16323,53714,"S-1791",700,800,600,112,513797,"TEMP2219"
16323,53722,"S-1792",400,600,-100,112,513797,"TEMP2219"
16323,53720,"S-2387",6200,6700,5800,112,513799,"TEMP2219"
16323,53718,"S-1797",4900,5300,4500,112,513799,"TEMP2219"
16323,53724,"S-2392",4900,5500,4300,112,513799,"TEMP2219"
16371,21257,"S-2321",284,474,14,112,173397,"TEMP2221"
16371,21258,"S-1331",454,534,324,112,173398,"TEMP2221"
16560,21915,"UCI30813",2234,2314,2164,112,184316,"TEMP2223"
17704,22355,"OS-114467",114,264,34,112,192031,"TEMP2225"
17704,22357,"OS-114469",174,294,4,112,192032,"TEMP2225"
17704,22356,"OS-114468",184,274,14,112,192032,"TEMP2225"
17848,22768,"DIC-846",904,1354,694,112,197875,"TEMP2227"
17848,22767,"DIC-845",904,1354,694,112,197875,"TEMP2227"
17848,22766,"GX-5517",754,914,594,112,197875,"TEMP2227"
17848,22765,"GX-5516",744,944,554,112,197875,"TEMP2227"
17974,23152,"RL-868",2564,2794,2324,112,202803,"TEMP2229"
18021,23281,"RL-863",2524,2744,2234,112,204704,"TEMP2231"
18021,23278,"RL-865",2474,2914,1924,112,204704,"TEMP2231"
18021,23280,"RL-866",3824,4194,3504,112,204705,"TEMP2231"
18021,23279,"RL-864",2734,2984,2424,112,204705,"TEMP2231"
18027,23296,"S-3492",354,524,34,112,204803,"TEMP2233"
18051,23337,"GX-16060",22214,22784,21554,112,205208,"TEMP2235"
18052,23338,"NZA-38012",28124,28514,27854,112,205209,"TEMP2237"
18064,23362,"Beta-20111",13204,13394,13054,112,205261,"TEMP2239"
18064,23358,"Beta-13026",13204,13374,13064,112,205261,"TEMP2239"
18064,23360,"Beta-16179",13184,13364,13004,112,205261,"TEMP2239"
18064,23359,"Beta-16178",12994,13154,12784,112,205261,"TEMP2239"
18064,23361,"Beta-20110",12864,13084,12654,112,205261,"TEMP2239"
18064,23365,"NZA-625",13364,13674,13124,112,205260,"TEMP2239"
18064,23364,"NZA-624",13144,14064,12484,112,205260,"TEMP2239"
18064,23363,"NZA-623",12944,13164,12754,112,205260,"TEMP2239"
18064,23366,"AA-3669",12754,12894,12664,112,205260,"TEMP2239"
18073,23381,"I-3957",7764,8254,7404,112,205378,"TEMP2241"
18073,23382,"GaK-3277",7724,7934,7514,112,205378,"TEMP2241"
18076,23387,"Beta-20027",16834,19054,14324,112,205381,"TEMP2243"
18076,23386,"Beta-13811",13254,13424,13124,112,205381,"TEMP2243"
18082,23394,"S-2425",1764,1874,1644,112,205388,"TEMP2245"
18082,23395,"S-2426",1464,1684,1304,112,205388,"TEMP2245"
18082,23396,"S-2427",1154,1294,984,112,205389,"TEMP2245"
18082,23399,"Beta-57944/CAMS-4560",7974,8134,7854,112,205387,"TEMP2245"
18082,23402,"Beta-57947",7174,7324,6994,112,205387,"TEMP2245"
18082,23401,"Beta-57946/CAMS-4561",7124,7264,6974,112,205387,"TEMP2245"
18082,23400,"Beta-57945",7044,7434,6594,112,205387,"TEMP2245"
18082,23403,"Beta-57948",2924,3154,2774,112,205387,"TEMP2245"
18082,23398,"Beta-57943",1394,1564,1254,112,205387,"TEMP2245"
18082,23397,"Beta-57942/CAMS-4559",744,904,664,112,205387,"TEMP2245"
18103,23454,"missing",1224,1524,954,112,205561,"TEMP2247"
18103,23455,"missing",284,524,14,112,205561,"TEMP2247"
18104,23456,"S-680",1024,1294,744,112,205563,"TEMP2249"
18104,53729,"TO-6071",1994,2364,1724,112,205562,"TEMP2249"
18104,23457,"TO-5204",1924,2104,1764,112,205562,"TEMP2249"
18104,53726,"S-681",614,894,364,112,513800,"TEMP2249"
18104,53725,"S-682",424,544,184,112,513800,"TEMP2249"
18104,53727,"S-1395",504,604,344,112,513801,"TEMP2249"
18104,53728,"S-1394",204,404,24,112,513801,"TEMP2249"
18110,23463,"GX-7078-G",28100,28600,27800,112,205570,"TEMP2251"
18110,23465,"GX-14225-G",22700,24900,20800,112,205570,"TEMP2251"
18110,23466,"GX-14916-G",20300,23300,18100,112,205570,"TEMP2251"
18110,23464,"GX-14225-A",17800,19500,16100,112,205570,"TEMP2251"
18113,23469,"I-10651",2564,2724,2374,112,205574,"TEMP2253"
18113,23470,"I-13163",2074,2294,1894,112,205575,"TEMP2253"
18124,23498,"S-2199",524,624,354,112,205765,"TEMP2255"
18128,23504,"Beta-61155",374,474,144,112,205769,"TEMP2257"
18133,23511,"BGS-1265",1024,1174,924,112,205774,"TEMP2259"
18134,23512,"I-6847",914,1094,754,112,205775,"TEMP2261"
18136,23516,"SFU-69",3194,4014,2854,112,205777,"TEMP2263"
18136,23514,"SFU-70",3154,3614,2804,112,205777,"TEMP2263"
18136,23517,"SFU-104",3134,3354,2904,112,205777,"TEMP2263"
18136,23515,"SFU-76",3134,3374,2884,112,205777,"TEMP2263"
18137,23518,"DIC-425",1204,1304,1034,112,205778,"TEMP2265"
18160,23646,"RIDDL-83",11100,11300,10800,112,207713,"TEMP2267"
18160,23657,"RIDDL-75",11000,11300,10700,112,207713,"TEMP2267"
18160,23649,"RIDDL-215",12500,12900,12100,112,207717,"TEMP2267"
18160,23650,"RIDDL-216",12400,12800,11900,112,207717,"TEMP2267"
18160,23647,"RIDDL-85",12400,12700,12100,112,207717,"TEMP2267"
18160,23639,"RIDDL-70",12300,12600,12000,112,207717,"TEMP2267"
18160,23640,"RIDL-318",12300,12600,11900,112,207717,"TEMP2267"
18160,23651,"RIDDL-79",12300,12500,11900,112,207717,"TEMP2267"
18160,23652,"RIDDL-282",12300,12500,11800,112,207717,"TEMP2267"
18160,23655,"RIDDL-217",11500,11900,11200,112,207716,"TEMP2267"
18160,23653,"RIDDL-81",11500,11900,11300,112,207716,"TEMP2267"
18160,23642,"AECV-124C",11500,11900,11300,112,207716,"TEMP2267"
18160,23643,"RIDDL-84",11500,11900,11300,112,207716,"TEMP2267"
18160,23645,"RIDDL-71",11500,11900,11300,112,207716,"TEMP2267"
18160,23644,"RIDDL-72",11500,11800,11300,112,207716,"TEMP2267"
18160,23641,"RIDDL-317",11400,11800,11200,112,207716,"TEMP2267"
18160,23654,"GSC-3804",11300,11500,11200,112,207716,"TEMP2267"
18160,23648,"RIDDL-528",12100,12600,11500,112,207714,"TEMP2267"
18160,23656,"RIDDL-73",11900,12500,11500,112,207714,"TEMP2267"
18162,23661,"GX-1341",13004,13274,12774,112,207720,"TEMP2269"
18162,23662,"GX-2169",3044,3334,2794,112,207719,"TEMP2269"
18162,23663,"GX-1944",12294,12874,11514,112,207721,"TEMP2269"
18166,23667,"Beta-59415",1054,1234,944,112,207726,"TEMP2271"
18166,23668,"Beta-59414",1464,1594,1354,112,207727,"TEMP2271"
18213,23750,"S-1081",1664,1964,1414,112,209916,"TEMP2273"
18213,23751,"S-1082",5194,5494,4914,112,209917,"TEMP2273"
18213,23753,"RL-560",6874,7224,6524,112,209918,"TEMP2273"
18213,23752,"S-1083",4754,5124,4494,112,209918,"TEMP2273"
18213,23754,"S-1084",8534,8884,8384,112,209919,"TEMP2273"
18213,23755,"TO-1097",10614,11034,10324,112,209915,"TEMP2273"
18217,23774,"S-781",484,634,324,112,210124,"TEMP2275"
18219,23779,"Beta-1672",3914,4084,3734,112,210128,"TEMP2277"
18220,23780,"S-18",2524,2824,2174,112,210129,"TEMP2279"
